Data	Ref	IDENT	SLAT	SLONG	AGE	DAGE	AgeMtd	Continent	Country	IntM	P	Ndir	INC	DEC	k	a95	Nint	F	DF	DF%	VDM	GROUP	TYPE	FORM	ROCKMAG	COMMENTS	LOCATION NAME
6608	512	0807c792143	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	25.22				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6609	512	0807c79x026	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	17.99	7.87	43.73		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6610	512	0807c825015	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	37.72	20.05	53.15		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6611	512	0807c857130	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	28.59				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6612	512	0807c861105	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						3	20.2	2.616	12.95		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6613	512	0807c862006	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	14.91	9.201	61.69		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6614	512	0807c86x091	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	10				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6615	512	0807c871048	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	12.5	3.479	27.83		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6616	512	0807c871073	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	9.328	1.247	13.37		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6617	512	0807c872091	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	11.57				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6618	512	0807c881057	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	17.85	7.771	43.52		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6619	512	0807c892148	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	15.46				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6620	512	0807c903094	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	11.66				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6621	512	0807c921120	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	14.89				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6622	512	0834b141032	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						4	13.42	0.9687	7.218		Volcanic	Basalt	Glass		Berggren et al. 1995	
6623	512	0834b152056	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						5	10.85	0.9007	8.301		Volcanic	Basalt	Glass		Berggren et al. 1995	
6624	512	0834b161047	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	10.66	0.3111	2.919		Volcanic	Basalt	Glass		Berggren et al. 1995	
6625	512	0834b162022	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						4	6.347	0.5944	9.365		Volcanic	Basalt	Glass		Berggren et al. 1995	
6626	512	0834b181003	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	6.553	1.752	26.73		Volcanic	Basalt	Glass		Berggren et al. 1995	
6627	512	0834b181020	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	5.723	1.71	29.88		Volcanic	Basalt	Glass		Berggren et al. 1995	
6628	512	0834b201041	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						4	10.53	1.617	15.35		Volcanic	Basalt	Glass		Berggren et al. 1995	
6629	512	0834b261036	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	12.47	0.07071	0.567		Volcanic	Basalt	Glass		Berggren et al. 1995	
6630	512	0834b312047	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						4	12.71	0.8149	6.412		Volcanic	Basalt	Glass		Berggren et al. 1995	
6631	512	0834b331003	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	11.77	0.3253	2.764		Volcanic	Basalt	Glass		Berggren et al. 1995	
6632	512	0834b351003	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	12.27	3.579	29.17		Volcanic	Basalt	Glass		Berggren et al. 1995	
6633	512	0834b361010	-19	182	6	0.2	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						4	9.482	2.843	29.98		Volcanic	Basalt	Glass		Berggren et al. 1995	
6634	512	0835b041083	-19	183	2.8	1	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	21.12	0.6859	3.248		Volcanic	Basalt	Glass		Berggren et al. 1995	
6635	512	0836a032003	-20	183	1	0.3	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	25.25	7.156	28.34		Volcanic	Basalt	Glass		Berggren et al. 1995	
6636	512	0836a037055	-20	183	1	0.3	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	9.967	4.361	43.75		Volcanic	Basalt	Glass		Berggren et al. 1995	
6637	512	0836a037073	-20	183	1	0.3	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	13.39	0.4172	3.115		Volcanic	Basalt	Glass		Berggren et al. 1995	
6638	512	0836a04c003	-20	183	1	0.3	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						1	4.374				Volcanic	Basalt	Glass		Berggren et al. 1995	
6639	512	0836b091100	-20	183	1	0.3	Geomagnetic polarity timescale	Lau Basin		T+	Unknown						2	41.67	0.3253	0.7806		Volcanic	Basalt	Glass		Berggren et al. 1995	
6640	512	0843a022042	19	201	97	5	Fossil	Pacific		T+	Unknown						2	71.11	10.43	14.67		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6641	512	0862a031011	-47	284	2.8	1	Fossil	South American		T+	Unknown						2	16.14	0.9758	6.046		Volcanic	Basalt	Glass		Berggren et al. 1995	
6642	512	0862a031098	-47	284	2.8	1	Fossil	South American		T+	Unknown						2	17.92	1.754	9.786		Volcanic	Basalt	Glass		Berggren et al. 1995	
6643	512	0862b031011	-47	284	2.8	1	Fossil	South American		T+	Unknown						1	13.75				Volcanic	Basalt	Glass		Berggren et al. 1995	
6651	512	0907a251028	69	347	19.5	1	Geomagnetic polarity timescale	Eurasian		T+	Unknown						2	17.96	0.09899	0.5512		Volcanic	Basalt	Glass		Berggren et al. 1995	
6652	512	0907a252049	69	347	19.5	1	Geomagnetic polarity timescale	Eurasian		T+	Unknown						2	10.3	3.718	36.09		Volcanic	Basalt	Glass		Berggren et al. 1995	
6653	512	0907a254049	69	347	19.5	1	Geomagnetic polarity timescale	Eurasian		T+	Unknown						3	19.64	0.3483	1.773		Volcanic	Basalt	Glass		Berggren et al. 1995	
6654	512	0907a261053	69	347	19.5	1	Geomagnetic polarity timescale	Eurasian		T+	Unknown						4	15.84	0.7734	4.883		Volcanic	Basalt	Glass		Berggren et al. 1995	
6655	512	0907a261139	69	347	19.5	1	Geomagnetic polarity timescale	Eurasian		T+	Unknown						5	10.96	1.665	15.2		Volcanic	Basalt	Glass		Berggren et al. 1995	
6656	512	0907a261143	69	347	19.5	1	Geomagnetic polarity timescale	Eurasian		T+	Unknown						5	8.85	1.364	15.42		Volcanic	Basalt	Glass		Berggren et al. 1995	
6657	512	0907a262014	69	347	19.5	1	Geomagnetic polarity timescale	Eurasian		T+	Unknown						4	16.35	2.135	13.06		Volcanic	Basalt	Glass		Berggren et al. 1995	
6658	512	0907a262019	69	347	19.5	1	Geomagnetic polarity timescale	Eurasian		T+	Unknown						2	13.94	0.4808	3.449		Volcanic	Basalt	Glass		Berggren et al. 1995	
6659	512	1001a535002	16	284	77.6	3.8	Fossil	Caribbean		T+	Unknown						1	35.43				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6660	512	1001a541073	16	284	77.6	3.8	Fossil	Caribbean		T+	Unknown						2	3.288	0.9171	27.9		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6661	512	1001a541077	16	284	77.6	3.8	Fossil	Caribbean		T+	Unknown						1	19.38				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6662	512	1001a553015	16	284	77.6	3.8	Fossil	Caribbean		T+	Unknown						2	17.2	0.6788	3.947		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6663	512	1001a561016	16	284	77.6	3.8	Fossil	Caribbean		T+	Unknown						2	72.16	10.65	14.76		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6664	512	1001a561048	16	284	77.6	3.8	Fossil	Caribbean		T+	Unknown						2	62.5	16.11	25.78		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6665	512	1001a562026	16	284	77.6	3.8	Fossil	Caribbean		T+	Unknown						4	25.73	3.695	14.36		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6666	512	1001a562034	16	284	77.6	3.8	Fossil	Caribbean		T+	Unknown						4	20.05	8.214	40.96		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6667	513	TH04	-17.65	210.62	0.51	0.1	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	4	-18.6	7.4		3.7	1	9.24			2.3					"Dating: Uto et al., submitted"	
6668	513	TH02	-17.65	210.62	0.72	0.11	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	4	-29.4	12.5		4.7	2	27.7	2.4	8.664259928	6.51					"Dating: Uto et al., submitted"	
6669	513	PU04	-17.65	210.62	0.92	0.03	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	6	-62.3	20.3		4.1	5	22.4	0.8	3.571428571	3.74					"Dating: Uto et al., submitted"	
6670	513	PU05	-17.65	210.62	1.03	0.02	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-33.4	19.9		6.1	5	15.1	1.8	11.9205298	3.44					"Dating: Uto et al., submitted"	
6671	513	PU01	-17.63	210.43	1.12	0.02	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	33.1	160.8		4.6	4	9.5	0.87	9.157894737	2.17	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6672	513	MR32	-17.5	210.23	1.5	0.04	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	68	185.7		3.6	7	13.3	2.4	18.04511278	2.05	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6673	513	MR16	-17.59	210.16	1.51	0.04	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	32.8	174.1		3	3	9.52	1.03	10.81932773	2.18	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6674	513	MR23	-17.5	210.23	1.55	0.06	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	61.4	181.8		6	6	13	2.1	16.15384615	2.2	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6675	513	MR01	-17.59	210.16	1.58	0.04	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	31	170.4		2.4	5	15	1	6.666666667	3.49	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6676	513	MR06	-17.59	210.16	1.62	0.08	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	30.5	173.5		4.8	5	8.72	0.64	7.339449541	2.03	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6677	513	RA01	-16.86	208.585	2.45	0.05	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	4	-24.7	6		3.2	1	12.6			3.04					"Dating: Uto et al., submitted"	
6678	513	TA11	-16.66	208.56	2.57	0.13	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	22.6	173.4		12.4	3	23.1	0.8	3.463203463	5.65	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6679	513	RT12m	-16.81	208.61	2.61	0.03	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-39.2	7.3		2	6	8.67	1.03	11.88004614	1.88	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6680	513	RT03	-16.86	208.585	2.65	0.03	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	6	-26.4	1.3		4.6	2	16.1	1.7	10.55900621	3.85					"Dating: Uto et al., submitted"	
6681	513	RT18m	-16.85	208.64	2.67	0.03	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	6	-24.7	14.3		4.9	4	9.03	1.08	11.96013289	2.18	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6682	513	HH01	-16.8	208.99	2.72	0.03	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-22.8	3.1		1.8	1	38.4			9.39	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6683	513	RT10	-16.85	208.63	2.76	0.03	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-28.3	-41.4		9.3	3	4.23	1.39	32.86052009	1	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6684	513	HH20 	-16.74	208.96	2.83	0.09	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-40.8	1.3		1.7	4	38.4	2.1	5.46875	8.21	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6685	513	TA15	-16.64	208.56	2.9	0.05	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-49.2	-23		2	5	7.36	0.71	9.64673913	1.44	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6686	513	TA16	-16.64	208.56	2.97	0.04	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-60.9	-5.9		7.7	4	3.02	0.4	13.24503311	0.512	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6687	513	TA17	-16.64	208.56	2.99	0.04	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-59	-16.8		6	2	5.68	1.17	20.59859155	0.986	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6688	513	HH11m	-16.81	209	3.09	0.04	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	6	-26.8	7		4.4	4	15.1	1.5	9.933774834	3.6	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6689	513	TA13	-16.585	208.515	3.11	0.04	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	9	37.3	158.6		6.3	1	10.2			2.25					"Dating: Uto et al., submitted"	
6690	513	TA08	-16.66	208.56	3.14	0.06	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	17.8	179.1		7.5	5	23.8	3.9	16.38655462	5.96	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6691	513	TA07	-16.68	208.55	3.24	0.05	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	5	70.3	-67.4		5.3	1	4.46			0.67	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6692	513	BR15	-16.47	208.24	3.43	0.06	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	42.2	-159.2		2.8	6	14.5	1.5	10.34482759	3.06	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6693	513	BR18	-16.5	208.27	3.51	0.05	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	8	-45.8	15		3.2	4	17.4	1.1	6.32183908	3.54	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6694	513	BR07	-16.54	208.27	3.67	0.05	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	24.6	-176.9		4.2	3	23.4	12.3	52.56410256	5.65	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6695	513	BR04	-16.54	208.27	3.75	0.05	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	R	7	29.6	-160.4		4.2	4	26.5	3.3	12.45283019	6.22	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6696	513	MP02	-16.44	207.75	4.52	0.05	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-25	3.3		3.7	3	21.9	2	9.132420091	5.3	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6697	513	MP13	-16.44	207.75	4.61	0.05	K-Ar	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-20.2	-3.8		5.3	2	25.3	1.8	7.114624506	6.26	Volcanic	Basalt	Lava Flow		"Dating: Uto et al., submitted"	
6698	513	BR14	-16.47	208.24	3.61		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	R	5	37.6	-160.2		3.1	1	20.1			4.43	Volcanic	Basalt	Lava Flow			
6699	513	HH09	-16.81	209	2.86		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-31.1	22.3		3.4	5	17.8	1	5.617977528	4.12	Volcanic	Basalt	Lava Flow			
6700	513	HH16	-16.74	208.96	2.86		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	7	-34.6	9.9		2.1	5	33.9	3.4	10.02949853	7.65	Volcanic	Basalt	Lava Flow			
6701	513	MP01	-16.445	207.735	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-79.7	-80.4		4.4	4	4.17	0.32	7.673860911	0.566						
6702	513	MP03	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-25.3	0		2.4	1	32.2			7.76	Volcanic	Basalt	Lava Flow			
6703	513	MP04	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-28	-4.7		2.5	1	27.2			6.45	Volcanic	Basalt	Lava Flow			
6704	513	MP05	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-25.6	-1		2.3	2	31.9	2.1	6.5830721	7.67	Volcanic	Basalt	Lava Flow			
6705	513	MP06	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-27.6	-2		6.5	2	35.1	3.5	9.971509972	8.34	Volcanic	Basalt	Lava Flow			
6706	513	MP07	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-25.3	-4.8		7.7	2	33	2.8	8.484848485	7.95	Volcanic	Basalt	Lava Flow			
6707	513	MP10	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-29.4	0.3		7.9	1	19			4.45	Volcanic	Basalt	Lava Flow			
6708	513	MP11	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-24.5	2.4		3.6	1	24.8			6	Volcanic	Basalt	Lava Flow			
6709	513	MR02	-17.59	210.16	1.56		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	R	5	29.5	172.6		3.9	1	7.55			1.77	Volcanic	Basalt	Lava Flow			
6710	513	MR04	-17.59	210.16	1.56		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	R	5	37.9	172.3		0.9	1	11.4			2.5	Volcanic	Basalt	Lava Flow			
6711	513	MR09	-17.59	210.16	1.56		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	R	5	34.1	163.6		4.6	1	26.6			6.04	Volcanic	Basalt	Lava Flow			
6712	513	MR12	-17.59	210.16	1.56		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	R	5	29.3	174.9		3.3	1	20.6			4.84	Volcanic	Basalt	Lava Flow			
6713	513	MR14	-17.59	210.16	1.56		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	R	5	25.4	174.1		4.8	1	27.6			6.65	Volcanic	Basalt	Lava Flow			
6714	513	MR22	-17.5	210.23	1.56		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	R	5	56.4	168		4.4	1	13.1			2.35	Volcanic	Basalt	Lava Flow			
6715	513	RT05	-16.85	208.63	2.61		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	6	51.7	2.7		3	1	5.2			0.989	Volcanic	Basalt	Lava Flow			
6716	513	TA19	-16.64	208.56	2.91		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	5	-54.3	-12.9		9.2	1	8.96			1.65	Volcanic	Basalt	Lava Flow			
6717	513	TH03	-17.65	210.62	0.815		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	4	-18.3	4.7		7.7	3	4.71	0.77	16.34819533	1.18						
6718	513	TR02	-17.65	210.62	0.815		Estimated Age	Pacific Ocean	French Polynesia	LTD-DHT-S	N	6	-23.8	-8		5.1	4	9.21	0.93	10.09771987	2.24						
6719	513	BR15	-16.47	208.24	3.61		Estimated Age	Pacific Ocean	French Polynesia	T+	R	7	42.2	-159.2	357.1428571	2.8	1	29.2			6.138988107						
6720	513	HH09	-16.81	209	2.86		Estimated Age	Pacific Ocean	French Polynesia	T+	N	7	-31.1	22.3	242.2145329	3.4	2	49.45	26.45	53.48837209	11.43144369						
6721	513	MP05	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	T+	N	5	-25.6	-1	741.020794	2.3	1	21			5.033625091						
6722	513	MP06	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	T+	N	5	-27.6	-2	92.78106509	6.5	1	23.1			5.469099307						
6723	513	MP07	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	T+	Unknown						1	26.1									
6724	513	MR14	-17.59	210.16	1.56		Estimated Age	Pacific Ocean	French Polynesia	T+	R	5	25.4	174.1	177.4558624	4.7	1	23.7			5.687521404						
6725	513	PU01	-17.63	210.43	0.815		Estimated Age	Pacific Ocean	French Polynesia	T+	N	7	33.1	160.8	132.3251418	4.6	2	10.8	0.5	4.62962963	2.459603449						
6726	513	PU06	-17.65	210.62	0.815		Estimated Age	Pacific Ocean	French Polynesia	T+	R	10	32.1	-174.2	75.35563245	5.1	1	50.9			11.6803944						
6727	513	TA15	-16.64	208.56	2.91		Estimated Age	Pacific Ocean	French Polynesia	T+	N	7	-49.2	-23	700	2	1	6.72			1.311620997						
6728	513	HH16	-16.74	208.96	2.86		Estimated Age	Pacific Ocean	French Polynesia	T+	N	7	-34.6	9.9	634.9206349	2.1	2	26	3.1	11.92307692	5.851585332						
6729	513	MP05-05	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-T+	N	5	-25.6	-1	741.020794	2.3	1	20.5			4.913776874						
6730	513	MP07-07	-16.44	207.75	4.57		Estimated Age	Pacific Ocean	French Polynesia	LTD-T+	Unknown						1	20.1									
6731	513	HH09-07	-16.81	209	2.86		Estimated Age	Pacific Ocean	French Polynesia	LTD-T+	N	7	-31.1	22.3	242.2145329	3.4	1	18.3			4.230443266						
6732	513	PU06-04	-17.65	210.62	0.815		Estimated Age	Pacific Ocean	French Polynesia	LTD-T+	R	10	32.1	-174.2	75.35563245	5.1	1	43.7			10.02815787						
6733	514	BT02	-25.9875	30.86016667	3458	2	U-Pb	Africa	South Africa	T+	N	5	15.3	354.6	33.1	13.5	2	11	1.2	10.90909091	2.77	Plutonic	Peridotitic			"Dating: Kamo and Davis, 1994"	
6734	514	BT06	-25.9885	30.8585	3458	2	U-Pb	Africa	South Africa	T+	N	6	4.3	9.5	25.7	13.5	5	5.9	1	16.94915254	1.52	Plutonic	Peridotitic			"Dating: Kamo and Davis, 1994"	
6735	514	BT07	-25.98833333	30.8585	3458	2	U-Pb	Africa	South Africa	T+	N	5	8.4	354.3	29.8	14.2	3	8.8	1.4	15.90909091	2.26	Plutonic	Peridotitic			"Dating: Kamo and Davis, 1994"	
6736	514	BT09	-25.98783333	30.85966667	3458	2	U-Pb	Africa	South Africa	T+	N	4	-3.9	330.8	17.3	22.8	3	18.7	3.3	17.64705882	4.83	Plutonic	Peridotitic			"Dating: Kamo and Davis, 1994"	
6737	514	SV01	-25.9965	30.86933333	3458	2	U-Pb	Africa	South Africa	T+	N	8	27.4	344.6	10	18.5	5	3.9	0.5	12.82051282	0.92	Plutonic	Peridotitic			"Dating: Kamo and Davis, 1994"	
6738	514	SV02	-25.997	30.86916667	3458	2	U-Pb	Africa	South Africa	T+	N	7	15.6	356.6	112.1	5.7	4	2.7	0.1	3.703703704	0.68	Plutonic	Peridotitic			"Dating: Kamo and Davis, 1994"	
6739	514	SV04	-25.9955	30.86933333	3458	2	U-Pb	Africa	South Africa	T+	N	6	33.6	327.2	16	17.3	4	2.9	1	34.48275862	0.66	Plutonic	Peridotitic			"Dating: Kamo and Davis, 1994"	
6740	514	TV01	-25.98883333	30.85883333	3458	2	U-Pb	Africa	South Africa	T+	N	5	-30	38.9	11.1	24	2	4.3	0.1	2.325581395	1.08	Plutonic	Peridotitic			"Dating: Kamo and Davis, 1994"	
6741	514	DS01	-25.35833333	30.03983333	2692	9	Pb-Pb	Africa	Zimbabwe	T+	R	8	57.6	281.6	11.1	17.4	6	1.1	0.4	36.36363636	0.28	Plutonic	Peridotitic			"Dating: Chauvel et al., 1996"	
6742	514	NR01	-25.459	30.94666667	2692	9	Pb-Pb	Africa	Zimbabwe	T+	N	8	38.8	59.1	11.6	17	7	12.4	1	8.064516129	2.52	Plutonic	Peridotitic			"Dating: Chauvel et al., 1996"	
6743	514	NR02	-25.457	30.94616667	2692	9	Pb-Pb	Africa	Zimbabwe	T+	R	5	58.8	118.3	2.5	61.7	9	3	3.1	103.3333333	0.65	Plutonic	Peridotitic			"Dating: Chauvel et al., 1996"	
