Data	Ref	IDENT	SLAT	SLONG	AGE	DAGE	AgeMtd	Continent	Country	IntM	P	Ndir	INC	DEC	k	a95	Nint	F	DF	DF%	VDM	GROUP	TYPE	FORM	ROCKMAG	COMMENTS	LOCATION NAME
159	16	Paravakar 3	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						4	22	1.5	7	4.4	Volcanic		Lava Flow			
160	16	Paravakar 4	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						2	25	2.5	10	5.2	Volcanic		Lava Flow			
161	16	Paravakar 5	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O	8	45	19		5	13	25.5	1.5	6	4.6			Baked contact			
162	16	Paravakar 6	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O	16	45	6.5		3.5	18	24.5	0.5	2	4.9	Volcanic		Lava Flow			
163	16	Paravakar 7	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						2	16	3.5	22	3.3	Volcanic		Lava Flow			
164	16	Paravakar 9	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O	9	46	5		10	18	18			3.6			Baked contact			
165	16	Tovuz 01	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						3	23	0.5	2	4.5	Volcanic		Lava Flow			
166	16	Tovuz 03	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						2	23	5	22	4.5	Volcanic		Lava Flow			
167	16	Tovuz 04	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						2	23	1.5	7	4.5	Volcanic		Lava Flow			
168	16	Tovuz 05	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						2	19	0.5	3	3.8	Volcanic		Lava Flow			
169	16	Tovuz 06	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O	14	47	33		3	23	19	0.5	3	4			Baked contact			
170	16	Tovuz 07	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O	26	40	42		1.5	37	23	0.2	1	4.8			Baked contact			
171	16	Tovuz 08	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						1	22			4.3	Volcanic		Lava Flow			
172	16	Tovuz 09	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						2	18	1	6	3.5	Volcanic		Lava Flow			
173	16	Tovuz 10	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						2	20	1	5	3.9	Volcanic		Lava Flow			
174	16	Tovuz 13	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O	16	46	37		2	24	22	1	5	4.3			Baked contact			
175	16	Tovuz 14	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O	21	46	40		1	15	20	0.5	2	3.9			Baked contact			
176	16	Tovuz 15	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O	14	47	34		1	20	29	0.5	2	5.7			Baked contact			
177	16	Tovuz 16	41	45	86	3	Geologic timescale	Europe	Armenia	T-	O						6	28	0.5	2	5.5			Baked contact			
178	17	Artaminian 1	41	45	126	4	Geologic timescale	Europe	Armenia	T-	O	5	34	7		3	5	8	2	25	1.8			Baked contact			
179	17	Artaminian 2	41	45	126	4	Geologic timescale	Europe	Armenia	T-	O	5	31	351		4	5	7	1	14	1.6			Baked contact			
180	17	Artaminian 3	41	45	126	4	Geologic timescale	Europe	Armenia	T-	O	5	30	356		3	5	16	1	6	3.7			Baked contact			
181	17	Artaminian 4	41	45	126	4	Geologic timescale	Europe	Armenia	T-	O	4	34	10		4	4	11	1	9	2.5			Baked contact			
182	17	Artaminian 5	41	45	126	4	Geologic timescale	Europe	Armenia	T-	O	4	-34	170		2	4	8	3	38	1.8			Baked contact			
183	17	Kafan 01	39	46	150	4	Geologic timescale	Europe	Armenia	T-	O	5	-45	197		10	4	13	2	15	2.6			Baked contact			
184	17	Kafan 02	39	46	150	4	Geologic timescale	Europe	Armenia	T-	O	4	-36	207		11	5	15	1	7	3.3			Baked contact			
185	17	Kafan 03	39	46	150	4	Geologic timescale	Europe	Armenia	T-	O	6	-39	210		10	7	16	1	6	3.4			Baked contact			
186	17	Kafan 04	39	46	150	4	Geologic timescale	Europe	Armenia	T-	O	5	-42	211		10	5	9	1	11	1.9			Baked contact			
187	17	Kafan 05	39	46	150	4	Geologic timescale	Europe	Armenia	T-	O	5	-36	213		6	4	11	3	27	2.5			Baked contact			
188	17	Kafan 06	39	46	147.5	6.5	Geologic timescale	Europe	Armenia	T-	T	7	-41	266		16	7	9	1	11	1.8			Baked contact			
189	17	Kafan 07	39	46	147.5	6.5	Geologic timescale	Europe	Armenia	T-	T	4	-3	296		5	4	9	3	33	2.4			Baked contact			
190	17	Kafan 08	39	46	147.5	6.5	Geologic timescale	Europe	Armenia	T-	T	15	-6	257		4	5	7	2	29	1.8			Baked contact			
191	17	Kafan 09	39	46	147.5	6.5	Geologic timescale	Europe	Armenia	T-	T	4	-16	266		8	6	8	4	50	2			Baked contact			
192	17	Kafan 10	39	46	147.5	6.5	Geologic timescale	Europe	Armenia	T-	T	15	-10	278		4	22	9	1	11	2.2			Baked contact			
193	17	Kafan 11	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	9	-48	189		7	11	14	2	14	2.8			Baked contact			
194	17	Kafan 12	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	8	-48	218		8	3	17	1	6	3.4			Baked contact			
195	17	Kafan 13	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	9	-36	204		7	6	16	1	6	3.6			Baked contact			
196	17	Kafan 14	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	12	-38	198		5	11	16	1	6	3.5			Baked contact			
197	17	Kafan 15	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	8	-44	225		10	13	14	1	7	2.9			Baked contact			
198	17	Kafan 16	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	T	8	-25	257		5	11	8	1	12	2			Baked contact			
199	17	Kafan 17	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	7	41			7	6	9	1	11	2			Baked contact			
200	17	Kafan 18	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	17	38	24.5		3.5	18	15	1	7	3.4			Baked contact			
201	17	Kafan 19	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	4	42	36		4	4	17	6	35	3.6			Baked contact			
202	17	Kafan 20	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	4	36	54		7	6	10	1	10	2.1			Baked contact			
203	17	Kafan 21	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	8	44	44		4	8	23	1	4	4.8			Baked contact			
204	17	Kafan 22	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	T	4	40	74		25	7	5	1	20	1			Baked contact			
205	17	Kafan 23	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	4	50	28		9	11	10	1	10	2			Baked contact			
206	17	Kafan 24	39	46	143.5	2.5	Geologic timescale	Europe	Armenia	T-	O	14	39	32		5	21	16	1	6	3.1			Baked contact			
207	17	Kafan 25	39	46	123	7	Geologic timescale	Europe	Armenia	T-	O	10	-39	160		7	17	10	1	10	2			Baked contact			
208	17	Kafan 26	39	46	123	7	Geologic timescale	Europe	Armenia	T-	O							20	1	5	4.3			Baked contact			
209	17	Kafan 27	39	46	123	7	Geologic timescale	Europe	Armenia	T-	O	1	-46	210			4	20	2	10	4.1			Baked contact			
210	17	Kafan 28	39	46	123	7	Geologic timescale	Europe	Armenia	T-	O	3	-48	215		10	6	9	1	11	2			Baked contact			
211	17	Kafan 29	39	46	123	7	Geologic timescale	Europe	Armenia	T-	T	4	-46	270		17	6	8	1	12	1.6			Baked contact			
212	17	Kafan 30	39	46	123	7	Geologic timescale	Europe	Armenia	T-	O	9	-44	210		5	8	17	1	6	3.5			Baked contact			
213	18	Aden	12.8	45	2.5	2.5	Estimated age	Middle East	Yemen	W	O		24	353	2740	2.7	0	16.3	2.6	16	2.2	Volcanic				VDMc = 3.9	
214	18	Ferrar	-75	60	158	8	Geologic timescale	Antarctica	Antarctica	W	O							19.7	0.6	3	3.1	Volcanic	Dolerite				
215	18	Lower Kuttung	-33	148	340	20	Geologic timescale	Australia	Australia	W	O							4.5	5.4	120	0.6	Volcanic					
216	18	Lower Marine Series	-33	148	272	14	Geologic timescale	Australia	Australia	W	O							31	22.4	72	3.2	Volcanic	Andesite				
217	18	Mt Dromedary	-33	148	94	5	Geologic timescale	Australia	Australia	W	O							24	25.6	107	2.4						
218	18	Nethercote	-33	148	367	7	Geologic timescale	Australia	Australia	W	O							0.5	0.8	160	0.1	Volcanic	Basalt				
219	18	Paterson	-33	148	314.5	18.5	Geologic timescale	Australia	Australia	W	O							6.5	4.3	66	0.7						
220	18	Red Hill	-42	147	174	5	Geologic timescale	Australia	Tasmania	W	O							37.7	26.3	70	4.3	Plutonic	Granophyre				
221	19	Mugga Mugga porphyry	-35.1	149.4	407.5	20.5	Geologic timescale	Australia	Australia	T-	O	17	-40	16	43	5.5	26	9.6	0.7	7	2.3	Plutonic		Intrusion			
222	20	Brezno	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	N		58	6			2	23.3	3.3	14	4.1	Sediment	Porcellanite				
223	20	Dolany	50.4	13.4	0.5	0.5	Stratigraphic	Europe	Czechia	T-	N		51	22			7	66.6	3.3	5	12.7	Sediment	Porcellanite				
224	20	Hosnice	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	N		61	6			3	19.3	4.6	24	3.3	Sediment	Porcellanite				
225	20	Kolozulky	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	N		68	293			1	49.9			7.7	Sediment	Porcellanite				
226	20	Nechranice	50.4	13.4	0.5	0.5	Stratigraphic	Europe	Czechia	T-	N		48	7			3	62.9	2.4	4	12.4	Sediment	Porcellanite				
227	20	Necichy	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	N		71	355			1	27.6			4.1	Sediment	Porcellanite				
228	20	Sabenice	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	N		47	345			3	38.2	0.3	1	7.6	Sediment	Porcellanite				
229	20	Tuchomysl	50.4	13.4	0.5	0.5	Stratigraphic	Europe	Czechia	T-	N		55	298			3	50	8.6	17	9.1	Sediment	Porcellanite				
230	20	Tusimice	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	N		64	6			2	39.9	2.1	5	6.5	Sediment	Porcellanite				
231	20	Velno	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	R		-50	198			26	37.3	9.3	25	7.2	Sediment	Porcellanite				
232	20	Zabrusnay	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	N		52	22			3	50.8	3.9	8	9.6	Sediment	Porcellanite				
233	20	Zelesky	50.4	13.4	1	1	Stratigraphic	Europe	Czechia	T-	N		61	15			3	42.5	4.3	10	7.2	Sediment	Porcellanite				
234	23	332-B-37-2	37	-34	3.5	1.5	Stratigraphic	Atlantic Ocean		Z	R		-40				1	26	2	8	5.9	Volcanic	Basalt				
235	23	335-6-1	37	-34	13.5	3	Stratigraphic	Atlantic Ocean		Z	O		-70				1	36.5	3.5	10	8.3	Volcanic	Basalt				
237	25	BKB	-17.7	-149.7	1.1	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		10.6	181.7			2	27.9	0.8	3	7.1	Volcanic		Lava Flow			
238	25	BKI	-17.7	-149.7	1.1	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		-40.3	160			4	7.9	0.9	11	1.7	Volcanic		Lava Flow			
239	25	BKK	-17.7	-149.7	1.1	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		-5.7	221.3			2	6.5	3.7	57	1.7	Volcanic		Lava Flow			
240	25	BKP	-17.7	-149.7	1.1	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		28.7	348.1			4	8.1	1	12	1.9	Volcanic		Lava Flow			
241	25	BKT1	-17.7	-149.7	1.1	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		45.8	358.7			1	4	0.2	5	0.8	Volcanic		Lava Flow			
242	25	CA	-17.7	-149.7	1	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		-29.7	10.6			1	54.3	2.4	4	12.7	Volcanic		Lava Flow			
243	25	M2C	-17.7	-149.7	1	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		58	213.5			2	2.6	0.1	4	0.5	Volcanic		Lava Flow			
244	25	PKC	-17.7	-149.7	1.1	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		6.4	220.8			3	6.3	0.2	3	1.6	Volcanic		Lava Flow			
245	25	R1N	-17.7	-149.7	0.8	0.2	K/Ar	Pacific Ocean	Society Islands	T+	T		33.3	178.2			2	37.7	1.6	4	8.6	Volcanic		Lava Flow			
246	25	R1U	-17.7	-149.7	0.8	0.2	K/Ar	Pacific Ocean	Society Islands	T+	T		7.3	224.5			2	3.4	0.2	6	0.9	Volcanic		Lava Flow			
247	25	TR-TS	-17.7	-149.7	0.7	0.1	K/Ar	Pacific Ocean	Society Islands	T+	T		0.2	230.2			3	3.6	0.3	8	0.9	Volcanic		Lava Flow			
248	26	RA01	-21	55.5	0.1	0	K/Ar	Indian Ocean	La Reunion	T+	N	3	-45.2	7.8	68	15	2	36.4	4.5	12	7.4	Volcanic		Lava Flow			
249	26	RA02	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	3	-48.5	1.5	249	7.8	1	32.8	1.1	3	6.5	Volcanic		Lava Flow			
250	26	RA03	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	3	-43.4	1.3	116	11.5	5	31.9	6.3	20	6.6	Volcanic		Lava Flow			
251	26	RA04	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	4	-64.8	352	136	7.9	2	55	6.6	12	8.8	Volcanic		Lava Flow			
252	26	RA05	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	3	-63.9	353.1	25	25.2	3	54.2	9.5	18	8.8	Volcanic		Lava Flow			
253	26	RA06	-21	55.5	0.1	0	K/Ar	Indian Ocean	La Reunion	T+	N	3	-61	343.7	220	8.3	4	47.9	6.9	14	8.1	Volcanic		Lava Flow			
254	26	RA07	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	6	-57.8	350.9	203	4.7	3	45.3	3.2	7	8	Volcanic		Lava Flow			
255	26	RA09	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	5	-58.1	348.8	358	4	4	44	5.1	12	7.7	Volcanic		Lava Flow			
256	26	RA10	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	4	-47.9	5.6	18	22.6	2	36.1	7.1	20	7.2	Volcanic		Lava Flow			
257	26	RA11	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	6	-52.6	3.4	161	5.3	2	29.4	0.8	3	5.5	Volcanic		Lava Flow			
258	26	RA13	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	5	-43.9	335.9	549	3.3	2	30.6	1.1	4	6.3	Volcanic		Lava Flow			
259	26	RA15	-21	55.5	0.1		Interpolated ages	Indian Ocean	La Reunion	T+	N	6	-38.4	335.1	159	5.3	2	19	6.6	35	4.1	Volcanic		Lava Flow			
260	26	RA17	-21	55.5	0.1	0	K/Ar	Indian Ocean	La Reunion	T+	N	6	-44	351.9	194	4.8	3	47.8	8.2	17	9.9	Volcanic		Lava Flow			
271	27	Alturas	41.5	-120.6	2.5	2.5	Geologic timescale	North America	U.S.A.	T-	R		-48	204			2	43	6	14	8.5	Volcanic	Basalt				
272	27	Alturas	41.5	-120.6	2.5	2.5	Geologic timescale	North America	U.S.A.	T-	R		-48	204			6	35	1	3	6.9	Sediment		Baked contact			
273	27	Alturas NE	41.5	-120.6	7.2	0.3	K/Ar	North America	U.S.A.	T-	T		-5	354			6	15.3	0.7	5	3.9	Sediment		Baked contact			
274	27	Alturas NE	41.5	-120.6	7.2	0.3	K/Ar	North America	U.S.A.	T-	N		-5	354			6	14	3	21	3.6	Volcanic	Basalt				
276	27	Crater Lake	43	-122.5	1	1	Geologic timescale	North America	U.S.A.	T-	N		63	0			2	18	1	6	3	Volcanic	Andesite				
280	27	Sacramento	41.1	-121.4	1	1	Geologic timescale	North America	U.S.A.	T-	N		59	335			3	28	2	7	4.9	Volcanic	Basalt				
282	27	Skull Cave	41.7	-121.5	1	0.5	Geologic timescale	North America	U.S.A.	T-	N		51	347			7	36	4	11	6.9	Volcanic	Basalt				
283	27	Steens	47.6	118.6	15.1	1	Estimated age	North America	U.S.A.	T-	T		-20	200			2	11	2	18	2.7	Volcanic	Basalt				
284	27	Warner	41.9	-121.6	2	1	Geologic timescale	North America	U.S.A.	T-	N		65	325			3	36	5	14	5.8	Volcanic	Basalt				
285	28	D27	21.4	-158.1	3	0.4	K/Ar	Pacific Ocean	Hawaii	T+	T		-14.2	182.4			4	23	9	39	5.8	Volcanic		Lava Flow			
286	28	D28	21.4	-158.1	3	0.4	K/Ar	Pacific Ocean	Hawaii	T+	T		-14	182.4			4	41	5	12	10.4	Volcanic		Lava Flow			
287	28	D35	21.4	-158.1	3	0.4	K/Ar	Pacific Ocean	Hawaii	T+	T		3.9	183.1			8	7	1	14	1.8	Volcanic		Lava Flow			
288	28	D38	21.4	-158.1	3	0.4	K/Ar	Pacific Ocean	Hawaii	T+	T		2.4	181.6			1	8			2.1	Volcanic		Lava Flow			
289	28	F69	21.4	-158.1	1.9	0.1	K/Ar	Pacific Ocean	Hawaii	T+	T		-23.5	170.5			2	21	8	38	5.1	Volcanic		Lava Flow			
290	28	F71	21.4	-158.1	1.9	0.1	K/Ar	Pacific Ocean	Hawaii	T+	T		-48.6	173.5			2	50	3	6	9.8	Volcanic		Lava Flow			
291	28	F72	21.4	-158.1	1.9	0.1	K/Ar	Pacific Ocean	Hawaii	T+	T		-79.4	189.3			3	41	3	7	5.6	Volcanic		Lava Flow			
292	28	N1	21.4	-158.1	3.6	0.1	K/Ar	Pacific Ocean	Hawaii	T+	T		-32.7	37.3			2	9	0.2	2	2.1	Volcanic		Lava Flow			
293	28	N2	21.4	-158.1	3.6	0.1	K/Ar	Pacific Ocean	Hawaii	T+	T		6.5	6.6			3	23	5	22	5.9	Volcanic		Lava Flow			
294	28	N3	21.4	-158.1	3.6	0.1	K/Ar	Pacific Ocean	Hawaii	T+	T		34.3	356.5			1	40			9	Volcanic		Lava Flow			
295	28	N4	21.4	-158.1	3.6	0.1	K/Ar	Pacific Ocean	Hawaii	T+	T		35.5	358.4			3	20	8	40	4.5	Volcanic		Lava Flow			
296	28	O42	21.4	-158.1	3	0.4	K/Ar	Pacific Ocean	Hawaii	T+	T		-45.5	177.8			6	21	2	10	4.3	Volcanic		Lava Flow			
297	29	East Mtn -  Holyoke	42.2	-73.7	182.5	12.5	Combined	North America	U.S.A.	T-	O	5	-6.8	12.3	739	2.3	6	43.5	7.3	17	11.3	Volcanic	Basalt				
298	29	Mt.Hook - Palisades	41.1	-73.9	182.5	12.5	Combined	North America	U.S.A.	T-	O	11	20.9	354.8	476	1.9	11	37.9	7.1	19	9.4	Plutonic		Sill			
299	30	Ashchisay	48.5	58.5	384	24	Geologic timescale	Asia	Russia	SW	O		29	129	15	5.7		8	6	75	1.9	Plutonic	Gabbro				
300	30	Bachtybay	48.5	58.5	384	24	Geologic timescale	Asia	Russia	SW	O		48	329	11	12.2		4	2	50	0.8	Plutonic	Gabbro				
301	30	Berchogur	48.5	58.5	384	4	Geologic timescale	Asia	Russia	SW	O		28	186	45	9		5.5	1.5	27	1.3			Baked contact			
302	30	Karaksak	48.5	58.5	384	4	Geologic timescale	Asia	Russia	SW	O		27	60	75	7.2		8	5	62	1.9			Baked contact			
303	30	Medes	48.5	58.5	497	9	Geologic timescale	Asia	Russia	SW	O		48	155	29	16.1		16.7	1.2	7	3.3			Baked contact			
304	30	Shuldak Dangilek	48.5	58.5	384	4	Geologic timescale	Asia	Russia	SW	O		30	99	583	5.1		7.1	1.1	15	1.6	Plutonic	Gabbro				
305	31	332B-11	36.9	-33.6	3.5	0.3	Stratigraphic	Atlantic Ocean		T-	O						1	10	10	100		Volcanic	Basalt				
306	31	332B-22	36.9	-33.6	3.5	0.3	Stratigraphic	Atlantic Ocean		T-	O						1	35	8	23		Volcanic	Basalt				
307	31	332B-27	36.9	-33.6	3.5	0.3	Stratigraphic	Atlantic Ocean		T-	O						1	45	8	18		Volcanic	Basalt				
308	31	332B-33	36.9	-33.6	3.5	0.3	Stratigraphic	Atlantic Ocean		T-	O						1	12	2	17		Volcanic	Basalt				
309	31	335-10	37.3	-35.2	13.5	3	Stratigraphic	Atlantic Ocean		T-	O		-67				1	30	20	67	4.7	Volcanic	Basalt			VDMc	
310	32	07D-2	3.2	-83	0.1	0.1	Stratigraphic	Atlantic Ocean		T+	O						2	31.5	2.5	8		Volcanic	Basalt				
311	32	104B	-19.8	66.1	0.1	0.1	Stratigraphic	Atlantic Ocean		T+	O						1	50				Volcanic	Basalt				
312	32	0.502777778	46.1	-130	0.6	0.1	Stratigraphic	Atlantic Ocean		T+	O						1	19				Volcanic	Basalt				
313	32	17D-2	0.8	-86.1	0.1	0.1	Stratigraphic	Atlantic Ocean		T+	O						1	43				Volcanic	Basalt				
314	32	1.085416667	15.3	-104.6	0.1	0.1	Stratigraphic	Atlantic Ocean		T+	O						2	42.5	1.5	4		Volcanic	Basalt				
315	32	93	-12.4	65.9	0.1	0.1	Stratigraphic	Atlantic Ocean		T+	O						2	46.5	2.5	5		Volcanic	Basalt				
316	33	Komati	-26	31.1	3455	35	Ar/Ar	Africa	South Africa	T-	O	7	81	326	60	8	4	20	3	15	2.7	Volcanic		Lava Flow		VDMc	
317	34	Heard Island	-53	73.5	1	1	Estimated age	Indian Ocean	Kerguelen	Z	N	9	-62	353	42	8	11	43.1	37.8	88	7.2	Igneous					
318	35	Abitibi	48.5	-78	1825		K/Ar	North America	Canada	T-	O						1				5.7	Plutonic	Gabbro				
319	35	Matachewan	48.5	-81	2485		K/Ar	North America	Canada	T-	O						1				9.3	Metamorphic	Amphibolite				
320	35	Muskox	66.5	-115.5	1150		K/Ar	North America	Canada	T-	O						1				7.5	Plutonic	Gabbro				
321	35	Skrainka	37.5	-90.5	1300	100	Rb/Sr	North America	U.S.A.	T-	O						1				6.5						
322	36	00 Frankenstein	50	10	28	8	Estimated age	Europe	Germany	ONR	O						1	17				Volcanic	Basalt				
323	36	01 Baveno	42	14	242	50	Estimated age	Europe	Italy	ONR	O						1	7.7				Plutonic	Granite				
324	36	01 Niederobfleiden	50	10	18	6	Estimated age	Europe	Germany	ONR	O						1	42.1				Volcanic	Basalt				
325	36	"02 Duchroth, Pflatz"	50	10	227	50	Estimated age	Europe	Germany	ONR	O						1	8.5				Metamorphic	Amphibolite				
326	36	02. Hornberg	50	10	15	5	Estimated age	Europe	Germany	ONR	O						1	18.7				Volcanic	Basalt				
327	36	03. Eifel	50	10	7	2	Estimated age	Europe	Germany	ONR	O						1	19.1				Volcanic	Basalt				
328	36	04. Eifel	50	10	3	1	Estimated age	Europe	Germany	ONR	O						1	42.9				Volcanic	Basalt				
329	36	05. Eifel	50	10	6	2	Estimated age	Europe	Germany	ONR	O						1	43.8				Volcanic	Basalt				
330	36	06. Kassel	50	10	14	4	Estimated age	Europe	Germany	ONR	O						1	7.2				Volcanic	Basalt				
331	36	07. Biltstein	50	10	27	7	Estimated age	Europe	Germany	ONR	O						1	6.4				Volcanic	Basalt				
332	36	08. Oberramstadt	50	10	37	12	Estimated age	Europe	Germany	ONR	O						1	4.7				Volcanic	Basalt				
333	36	10. Goldberg	50	10	44	14	Estimated age	Europe	Germany	ONR	O						1	9.4				Volcanic	Basalt				
334	36	12. West Elk Mtn	20	-100	2	1	Estimated age	North America	Mexico	ONR	O						1	42.1				Volcanic					
335	36	13. Andes	-10	-75	65	30	Estimated age	South America	Peru	ONR	O						1	27.2				Plutonic	Granodiorite				
336	36	14. West Elk Mtn	40	-100	59	24	Estimated age	North America	U.S.A.	ONR	O						1	19.6				Volcanic	Andesite				
337	36	15. West Elk Mtn	40	-100	56	23	Estimated age	North America	U.S.A.	ONR	O						1	41.7				Volcanic	Andesite				
338	36	16. Loch Kilchrist	55	0	22	7	Estimated age	Europe	United Kingdom	ONR	O						1	30.2				Plutonic	Granite				
339	36	17. Bergwell	47	8	12	4	Estimated age	Europe	Switzerland	ONR	O						1	41.7				Plutonic	Granite				
340	36	18. Monte Capanna	42	14	48	16	Estimated age	Europe	Italy	ONR	O						1	40.8				Plutonic	Granite				
341	36	18. Monte Capanna	42	14	16	5	Estimated age	Europe	Italy	ONR	O						1	42.1				Plutonic	Granite				
342	36	20. Bunzlau	50	10	215	50	Estimated age	Europe	Germany	ONR	O						1	1.3				Volcanic	Porphyrite				
343	36	22. Neubrohna	50	10	251	50	Estimated age	Europe	Germany	ONR	O						1	9.4				Volcanic	Diabase				
344	36	23. Bautzen	50	10	251	50	Estimated age	Europe	Germany	ONR	O						1	0.8				Volcanic	Diabase				
345	36	24. Brohna	50	10	249	50	Estimated age	Europe	Germany	ONR	O						1	5.1				Plutonic	Granite				
346	36	25. Hartz	50	10	245	50	Estimated age	Europe	Germany	ONR	O						1	11				Plutonic	Granite				
347	37	Oak Creek 839	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-64	216			1	39.5			6.4	Volcanic		Lava Flow			
348	37	Oak Creek 842	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-62	182			1	70.5			11.7	Volcanic		Lava Flow			
349	37	Oak Creek 843	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-31	176			1	39.5			6.9	Volcanic		Lava Flow		VDMc = 9.1 ?	
350	37	Rio Grande 818	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-65	200			1	64.5			10.3	Volcanic		Lava Flow			
351	37	Rio Grande 820	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-50	203			1	61			11.8	Volcanic		Lava Flow			
352	37	Rio Grande 820A	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-50	165			1	51.5			10	Volcanic		Lava Flow			
353	37	Rio Grande 821	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-48	169			1	41.5			8.2	Volcanic		Lava Flow			
354	37	Rio Grande 822	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-46	161			1	82			16.6	Volcanic		Lava Flow			
355	37	Rio Grande 824	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-48	163			1	50			9.9	Volcanic		Lava Flow			
356	37	Rio Grande 825	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-63	214			1	60			9.9	Volcanic		Lava Flow			
357	37	Rio Grande 826	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-43	188			1	36.5			7.6	Volcanic		Lava Flow			
358	37	Rio Grande 827	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	R		-44	178			1	68			14	Volcanic		Lava Flow			
359	37	Rio Grande 829	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	N		44	350			1	35			7.2	Volcanic		Lava Flow			
360	37	Rio Grande 830	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	N		38	19			1	51.5			11.2	Volcanic		Lava Flow			
361	37	Rio Grande 831	35.2	-111.6	4.1	0.4	Geologic timescale	North America	U.S.A.	T-	N		55	28			1	36			6.6	Volcanic		Lava Flow			
