tab	sites
site	location	samples	specimens	age	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	description	software_packages	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	citations	method_codes	result_quality	result_type	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
mc220	McMurdo	mc220c : mc220d : mc220e:mc220b	mc220c1 : mc220d1 : mc220e1:mc220b1	0.531	0.02	Ma													-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	5.394e-05	1.238e-06	2.295	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM	g												
mc221	McMurdo		mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2:mc221b1	0.121	0.005	Ma	3.2	A	275.7	-82.8	470.3	6.0	5.0	1.0	p	n	5.9904	0.0	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc222	McMurdo		mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2:mc222a1	0.11	0.006	Ma	4.1	A	190.4	-52.7	273.9	6.0	5.0	1.0	p	t	5.9836	0.0	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc223	McMurdo		mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1:mc223a1	0.37799999999999995	0.013999999999999999	Ma	2.7	A	73.2	-85.6	327.9	10.0	10.0	0.0	p	n	9.9726	0.0	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc223	McMurdo	mc223b : mc223c : mc223g:mc223a	mc223b1 : mc223c2 : mc223g1:mc223a1	0.37799999999999995	0.013999999999999999	Ma													-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.153e-05	2.646e-06	12.29	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc224	McMurdo		mc224b2 : mc224c2 : mc224e2 : mc224f2:mc224a1	0.033	0.006	Ma	2.5	A	190.2	-61.6	927.2	5.0	5.0	0.0	p	t	4.9957	0.0	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc225	McMurdo		mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1:mc225a1	0.057	0.005	Ma	1.9	A	114.6	-74.8	928.1	8.0	5.0	3.0	p	n	7.9941	0.0	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc225	McMurdo	mc225c : mc225d : mc225i:mc225b	mc225c1 : mc225d1 : mc225i1:mc225b1	0.057	0.005	Ma													-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.855e-05	3.136e-06	10.99	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc226	McMurdo		mc226b2 : mc226d2 : mc226f2 : mc226g2:mc226a1	0.243	0.001	Ma	1.6	A	17.9	-51.8	2216.5	5.0	5.0	0.0	p	n	4.9982	0.0	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc226	McMurdo	mc226b	mc226b1	0.243	0.001	Ma													-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.528e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc227	McMurdo		mc227c2 : mc227d2 : mc227f2 : mc227h2:mc227b2	4.5	0.3	Ma	1.4	A	220.3	60.3	2807.9	5.0	5.0	0.0	p	r	4.9986	0.0	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc228	McMurdo		mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2:mc228a1	2.5	2.5	Ma	2.9	A	217.5	63.9	276.7	10.0	10.0	0.0	p	r	9.9675	0.0	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc229	McMurdo		mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1:mc229a2	1.07	0.09	Ma	3.0	A	100.0	73.0	346.4	8.0	8.0	0.0	p	r	7.9798	0.0	-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc229	McMurdo	mc229h : mc229k:mc229g	mc229h1 : mc229k1:mc229g1	1.07	0.09	Ma													-77.48281	167.15435	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	3.123e-05	3.93e-06	12.58	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc26	McMurdo		mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h:mc26a	4.0	4.0	Ma	3.8	A	13.4	-55.8	217.7	8.0	8.0	0.0	p	n	7.9678	0.0	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc26	McMurdo	mc26d:mc26c	mc26d:mc26c	4.0	4.0	Ma													-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.768e-05	6.865e-06	24.81	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc28	McMurdo		mc28b : mc28c : mc28d : mc28f : mc28g : mc28h:mc28a	0.06	0.003	Ma	6.7	A	80.4	-84.1	82.1	7.0	7.0	0.0	p	n	6.9269	0.0	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc28	McMurdo	mc28b	mc28b	0.06	0.003	Ma													-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Young looking basalt flow on NW flank of Mount Discovery.	pmagpy-2.60	1.29e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc29	McMurdo		mc29b : mc29c : mc29e : mc29f : mc29g : mc29h:mc29a	0.18	0.04	Ma	3.0	A	12.0	-78.7	395.5	7.0	7.0	0.0	p	n	6.9848	0.0	-78.31	164.8	Extrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc30	McMurdo		mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h:mc30a	4.0	4.0	Ma	4.7	A	242.7	68.3	141.2	8.0	8.0	0.0	p	r	7.9504	0.0	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc30	McMurdo	mc30b : mc30d : mc30e:mc30a	mc30b : mc30d : mc30e:mc30a	4.0	4.0	Ma													-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	4.263e-05	3.847e-07	0.9023	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc31	McMurdo		mc31c : mc31d : mc31f : mc31h:mc31b	4.0	4.0	Ma	3.2	A	298.7	-86.1	586.8	5.0	5.0	0.0	p	n	4.9932	0.0	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc32	McMurdo		mc32b : mc32d : mc32e : mc32f : mc32g : mc32h:mc32a	4.0	4.0	Ma	3.2	A	265.0	-74.6	346.5	7.0	7.0	0.0	p	n	6.9827	0.0	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc32	McMurdo	mc32d : mc32e:mc32b	mc32d : mc32e:mc32b	4.0	4.0	Ma													-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	3.328e-05	5.899e-06	17.72	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc33	McMurdo		mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h:mc33a	4.0	4.0	Ma	3.0	A	9.6	-75.7	349.4	8.0	8.0	0.0	p	n	7.98	0.0	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc34	McMurdo		mc34b : mc34c : mc34d : mc34e : mc34f : mc34h:mc34a	4.0	4.0	Ma	3.4	A	279.0	-81.4	309.9	7.0	7.0	0.0	p	n	6.9806	0.0	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc34	McMurdo	mc34c	mc34c	4.0	4.0	Ma													-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.305e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc35	McMurdo		mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a	0.12	0.01	Ma	3.4	A	293.6	-84.0	273.0	8.0	8.0	0.0	p	n	7.9744	0.0	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc35	McMurdo	mc35d:mc35b	mc35d:mc35b	0.12	0.01	Ma													-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Intensity included in Pmag_Results.	pmagpy-2.60	2.411e-05	2.7660000000000003e-06	11.47	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc36	McMurdo		mc36b : mc36d : mc36e : mc36f : mc36g : mc36h:mc36a	0.12	0.01	Ma	5.0	A	349.1	-83.0	149.2	7.0	7.0	0.0	p	n	6.9598	0.0	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc36	McMurdo	mc36b : mc36e : mc36h:mc36a	mc36b : mc36e : mc36h:mc36a	0.12	0.01	Ma													-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Intensity included in Pmag_Results.	pmagpy-2.60	2.569e-05	2.957e-06	11.51	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:LP-PI-TRM	g												
mc37	McMurdo		mc37b : mc37c : mc37d : mc37e : mc37f : mc37g : mc37h:mc37a	4.47	0.02	Ma	3.2	A	210.6	82.2	300.6	8.0	8.0	0.0	p	r	7.9767	0.0	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc37	McMurdo	mc37d : mc37e : mc37h:mc37c	mc37d : mc37e : mc37h:mc37c	4.47	0.02	Ma													-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Intensity included in Pmag_Results.	pmagpy-2.60	6.039e-05	5.261e-06	8.713	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc38	McMurdo		mc38b : mc38c : mc38e : mc38f : mc38g : mc38h:mc38a	4.0	4.0	Ma	3.8	A	296.5	-78.0	258.4	7.0	7.0	0.0	p	n	6.9768	0.0	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc39	McMurdo		mc39b : mc39c : mc39d : mc39e : mc39f : mc39g : mc39h:mc39a	0.084	0.004	Ma	4.1	A	263.1	-85.9	188.0	8.0	7.0	1.0	p	n	7.9654	0.0	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc39	McMurdo	mc39b:mc39a	mc39b:mc39a	0.084	0.004	Ma													-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Olivine basalt with large feldspars, Mount Morning volcanic field. .	pmagpy-2.60	2.98e-05	5.442999999999999e-06	18.26	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc40	McMurdo		mc40b : mc40c : mc40e : mc40f : mc40g : mc40h:mc40a	4.0	4.0	Ma	5.1	A	192.7	-83.1	140.5	7.0	7.0	0.0	p	n	6.9573	0.0	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc40	McMurdo	mc40e	mc40e	4.0	4.0	Ma													-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	3.936e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc41	McMurdo		mc41c : mc41d : mc41e : mc41f : mc41h:mc41b	0.28	0.01	Ma	6.3	A	270.9	-78.1	114.5	6.0	6.0	0.0	p	n	5.9563	0.0	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc43	McMurdo		mc43b : mc43c : mc43e : mc43f : mc43g:mc43a	4.0	4.0	Ma	5.1	A	291.8	-87.8	177.1	6.0	5.0	1.0	p	n	5.9746	0.0	-78.37	164.24	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc44	McMurdo		mc44b : mc44c : mc44d : mc44e : mc44f : mc44g : mc44h:mc44a	4.0	4.0	Ma	4.5	A	324.2	-73.9	153.2	8.0	8.0	0.0	p	n	7.9543	0.0	-78.36	164.26	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc44	McMurdo	mc44b : mc44g : mc44h:mc44a	mc44b : mc44g : mc44h:mc44a	4.0	4.0	Ma													-78.36	164.26	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.165e-05	9.02e-06	41.67	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc48	McMurdo		mc48c : mc48d : mc48e : mc48f : mc48g : mc48h:mc48b	4.0	4.0	Ma	4.8	A	77.0	-56.6	165.4	7.0	6.0	1.0	p	n	6.9668	0.0	-78.24	163.36	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc49	McMurdo		mc49b : mc49d : mc49e : mc49g : mc49h:mc49a	1.14	0.01	Ma	5.7	A	157.0	75.0	140.2	6.0	6.0	0.0	p	r	5.9643	0.0	-78.24	163.36	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Olivine basalt @ terminus of Walcott Glacier. Olivine basalt @ terminus of Walcott Glacier. Olivine basalt @ terminus of Walcott Glacier. Olivine basalt @ terminus of Walcott Glacier. Olivine basalt @ terminus of Walcott Glacier. Olivine basalt @ terminus of Walcott Glacier. Olivine basalt @ terminus of Walcott Glacier. Olivine basalt @ terminus of Walcott Glacier. Olivine basalt @ terminus of Walcott Glacier. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc50	McMurdo		mc50b : mc50c : mc50d : mc50e : mc50f : mc50g : mc50h:mc50a	1.9	0.05	Ma	2.6	A	191.3	71.4	458.9	8.0	8.0	0.0	p	r	7.9847	0.0	-78.25	163.22	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc50	McMurdo	mc50b : mc50f:mc50a	mc50b : mc50f:mc50a	1.9	0.05	Ma													-78.25	163.22	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Olivine basalt @ Roaring Valley. Intensity included in Pmag_Results.	pmagpy-2.60	3.366e-05	2.3030000000000002e-06	6.841	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc12	McMurdo																		-77.58	166.23	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc149	McMurdo																		-77.486	167.187	Intrusive:Igneous	Volcanic Dike	Basalt									This study														
mc151	McMurdo																		-77.486	167.187	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc16	McMurdo																		-77.51	169.38	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc169	McMurdo																		-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc22	McMurdo																		-78.2	166.54	Extrusive:Igneous	Lava Flow	Basalt									This study														
mc42	McMurdo																		-78.37	164.12	Extrusive:Igneous	Lava Flow	Basalt									This study														
