tab	samples
sample	site	lat	lon	geologic_classes	geologic_types	lithologies	description	azimuth	azimuth_dec_correction	dip	orientation_quality	citations	method_codes
mc215a	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		13.7	0	-8.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215b	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		354.6	0	-11.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215c	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		18.3	0	-12.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215d	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		294.4	0	-48.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215e	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		263.3	0	-24.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215f	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		302.9	0	-15.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215g	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		312.5	0	-14.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215h	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		270.2	0	-32.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215i	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		241.6	0	-27.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc215j	mc215	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt		244.4	0	-38.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216a	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		188.6	0	-47.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216b	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		172.9	0	-37.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216c	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		181.1	0	-50.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216d	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		181.5	0	-36.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216e	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		176.6	0	-41.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216f	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		183.2	0	-39.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216g	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		165.5	0	-52.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216h	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		166.9	0	-46.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216i	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		173.5	0	-75.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc216j	mc216	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt		191.4	0	-90.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217a	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		252.5	0	-67.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217b	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		262.5	0	-68.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217c	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		261.0	0	-69.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217d	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		269.9	0	-73.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217e	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		269.9	0	-69.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217f	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		266.6	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217g	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		265.6	0	-76.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217h	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		275.0	0	-63.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217i	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		285.2	0	-74.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217j	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		265.4	0	-61.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc217k	mc217	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt		267.9	0	-60.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218a	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: bad mark in field##.	32.7	0	-83.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218b	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		29.9	0	-86.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218c	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		36.7	0	-92.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218d	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		35.4	0	-87.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218e	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		75.3	0	-59.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218f	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		77.8	0	-61.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218g	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		40.9	0	-41.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218h	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		53.5	0	-37.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218i	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		54.4	0	-43.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218j	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		4.5	0	-43.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218k	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		12.6	0	-41.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc218l	mc218	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt		1.2	0	-80.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219a	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		345.3	0	-61.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219b	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		344.0	0	-60.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219c	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		277.3	0	-26.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219d	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		276.9	0	-23.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219e	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		300.3	0	-22.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219f	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		285.9	0	-19.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219g	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		279.5	0	-20.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219h	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		222.0	0	-17.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219i	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		236.3	0	-15.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219j	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		179.9	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219k	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		172.5	0	-66.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc219l	mc219	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt		180.1	0	-58.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc21a	mc21	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	240.0	0	-78.0	g	This study	SO-SIGHT:FS-FD
mc21b	mc21	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	192.0	0	-65.0	g	This study	SO-SIGHT:FS-FD
mc21c	mc21	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	307.0	0	-18.0	g	This study	SO-SIGHT:FS-FD
mc21d	mc21	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	32.0	0	-11.0	g	This study	SO-SIGHT:FS-FD
mc21e	mc21	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	247.0	0	-27.0	g	This study	SO-SIGHT:FS-FD
mc21f	mc21	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	347.0	0	-24.0	g	This study	SO-SIGHT:FS-FD
mc21g	mc21	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	222.0	0	-11.0	g	This study	SO-SIGHT:FS-FD
mc21h	mc21	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	158.0	0	-22.0	g	This study	SO-SIGHT:FS-FD
mc220a	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		297.7	0	-80.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220b	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		288.9	0	-84.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220c	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		291.4	0	-89.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220d	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		288.6	0	-82.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220e	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		277.8	0	-94.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220f	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		238.3	0	-77.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220g	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		246.7	0	-66.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220h	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		239.0	0	-73.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220i	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		243.4	0	-82.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc220j	mc220	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt		223.4	0	-74.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221a	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		218.6	0	-81.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221b	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		227.8	0	-84.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221c	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		228.7	0	-84.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221d	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		204.4	0	-93.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221e	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		210.3	0	-92.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221f	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		214.7	0	-91.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221g	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		212.7	0	-89.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221h	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		277.1	0	-50.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221i	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		281.7	0	-48.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc221j	mc221	-77.5161	166.79804	Extrusive:Igneous	Lava Flow	Basalt		288.2	0	-46.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc222a	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		164.6	0	-61.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222b	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		165.1	0	-50.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222c	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		165.6	0	-26.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222d	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		162.6	0	-33.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222e	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		173.1	0	-19.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222f	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		145.2	0	-12.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222g	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		159.6	0	-17.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222h	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		158.1	0	-55.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222i	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		158.1	0	-42.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc222j	mc222	-77.53893000000001	166.84845	Extrusive:Igneous	Lava Flow	Basalt		160.2	0	-53.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc223a	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		203.3	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223b	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		202.9	0	-74.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223c	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		201.9	0	-75.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223d	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		201.2	0	-75.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223e	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		204.2	0	-73.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223f	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		203.7	0	-73.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223g	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		164.0	0	-58.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223h	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		148.8	0	-48.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223i	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		291.2	0	-42.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223j	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		300.4	0	-32.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223k	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		230.9	0	-75.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc223l	mc223	-77.65831	166.7863	Extrusive:Igneous	Lava Flow	Phonolite		227.9	0	-67.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224a	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		305.2	0	-23.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224b	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		319.9	0	-42.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224c	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		334.0	0	-32.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224d	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		331.2	0	-42.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224e	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		332.9	0	-44.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224f	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		353.4	0	-54.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224g	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		357.8	0	-57.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224h	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		339.3	0	-66.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224i	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		274.2	0	-57.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224j	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		251.4	0	-21.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224k	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		241.3	0	-22.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224l	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		249.7	0	-27.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc224m	mc224	-77.53045999999999	166.8839	Extrusive:Igneous	Lava Flow	Phonolite		320.7	0	-59.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225a	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		185.0	0	-80.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225b	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		189.1	0	-79.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225c	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		189.6	0	-88.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225d	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		170.0	0	-85.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225e	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		220.2	0	-87.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225f	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		226.2	0	-88.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225g	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		222.9	0	-73.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225h	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		231.8	0	-86.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225i	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		223.3	0	-83.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225j	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		250.0	0	-98.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc225k	mc225	-77.58053000000001	166.80156000000002	Extrusive:Igneous	Lava Flow	Phonolite		253.9	0	-77.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226a	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		145.8	0	-76.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226b	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		146.0	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226c	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		150.4	0	-79.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226d	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		227.5	0	-69.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226e	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		238.1	0	-67.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226f	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		260.0	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226g	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		263.1	0	-50.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226h	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		151.7	0	-69.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226i	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		159.8	0	-52.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226j	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		164.4	0	-48.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc226k	mc226	-77.61355	166.76571	Extrusive:Igneous	Lava Flow	Phonolite		167.8	0	-42.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227a	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		288.3	0	-12.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227b	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		274.9	0	-12.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227c	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		249.7	0	-19.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227d	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		251.7	0	-19.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227e	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		313.9	0	-20.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227f	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		230.7	0	-26.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227g	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		218.9	0	-34.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227h	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		183.4	0	-12.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227i	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		213.4	0	-29.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc227j	mc227	-77.27064	166.73278	Extrusive:Igneous	Lava Flow	Basalt		139.9	0	-29.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc228a	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		130.6	0	-12.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc228b	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		101.1	0	-23.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc228c	mc228	-77.2669	166.37738000000002	Extrusive:Igneous	Lava Flow	Trachyte		194.7	0	-18.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
